risk_budget,method,seed,mean_coverage,ci95_coverage,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_utility,ci95_utility,groups
0.18,risk_budgeted_goal_recovery,7,0.850694,0.027182,0.538194,0.04058,0.532135,0.003035,0.076389,0.020446,0.017361,0.010504,0.074653,0.021944,0.395833,0.039382,0.313565,0.001063,0.082468,0.001044,0.335412,0.04653,192
0.18,risk_budgeted_goal_recovery,8,0.822917,0.033044,0.5,0.041223,0.532984,0.002997,0.09375,0.025258,0.015625,0.009992,0.0625,0.019072,0.413194,0.041642,0.313614,0.001071,0.082526,0.001078,0.295517,0.046333,192
0.18,risk_budgeted_goal_recovery,9,0.831597,0.03013,0.498264,0.040939,0.532994,0.003262,0.065972,0.020606,0.010417,0.008225,0.086806,0.0213,0.388889,0.039884,0.31295,0.001081,0.082182,0.001082,0.30434,0.043422,192
0.18,risk_calibrated_goal_belief_revision_v5,0,0.881944,0.025964,0.696181,0.038823,0.723893,0.003242,0.012153,0.00886,0.0,0.0,0.005208,0.005863,0.526042,0.041058,0.343144,0.001036,0.035047,0.001062,0.602512,0.039978,192
0.18,risk_calibrated_goal_belief_revision_v5,1,0.90625,0.024319,0.682292,0.036199,0.724865,0.003225,0.012153,0.00886,0.001736,0.003403,0.012153,0.00886,0.526042,0.04134,0.343535,0.001057,0.035296,0.00104,0.586791,0.036965,192
0.18,risk_calibrated_goal_belief_revision_v5,2,0.875,0.027079,0.671875,0.036579,0.723448,0.003343,0.006944,0.006752,0.003472,0.0048,0.010417,0.008225,0.53125,0.042654,0.343864,0.000993,0.034464,0.001029,0.574747,0.037996,192
0.18,risk_calibrated_goal_belief_revision_v5,3,0.868056,0.028116,0.642361,0.04022,0.724362,0.002983,0.013889,0.009446,0.0,0.0,0.008681,0.007529,0.541667,0.041645,0.342611,0.001063,0.034453,0.0011,0.553444,0.041815,192
0.18,risk_calibrated_goal_belief_revision_v5,4,0.880208,0.026471,0.651042,0.038079,0.724982,0.003558,0.005208,0.005863,0.0,0.0,0.008681,0.007529,0.513889,0.04003,0.343157,0.001172,0.034746,0.001035,0.561714,0.038867,192
0.18,risk_calibrated_goal_belief_revision_v5,5,0.881944,0.027276,0.645833,0.041117,0.725182,0.003123,0.010417,0.008225,0.001736,0.003403,0.008681,0.007529,0.581597,0.041574,0.343448,0.000971,0.03549,0.000985,0.554517,0.043215,192
0.18,risk_calibrated_goal_belief_revision_v5,6,0.895833,0.024424,0.689236,0.038314,0.723528,0.003403,0.005208,0.005863,0.0,0.0,0.008681,0.007529,0.532986,0.040385,0.344028,0.001204,0.035433,0.00104,0.598571,0.03992,192
0.18,risk_calibrated_goal_belief_revision_v5,7,0.878472,0.02609,0.630208,0.037171,0.723542,0.003179,0.013889,0.009446,0.0,0.0,0.008681,0.007529,0.555556,0.043513,0.343638,0.001118,0.034757,0.001032,0.540024,0.038364,192
0.18,risk_calibrated_goal_belief_revision_v5,8,0.890625,0.025605,0.684028,0.040292,0.723686,0.003288,0.008681,0.007529,0.003472,0.0048,0.006944,0.006752,0.545139,0.042677,0.342502,0.001072,0.034952,0.001078,0.595286,0.042203,192
0.18,risk_calibrated_goal_belief_revision_v5,9,0.881944,0.025964,0.651042,0.041022,0.723513,0.003206,0.005208,0.005863,0.0,0.0,0.003472,0.0048,0.519097,0.039986,0.34385,0.001024,0.034636,0.001039,0.565067,0.042065,192
0.18,robust_mpc_replan,0,0.763889,0.032306,0.401042,0.042211,0.451324,0.003087,0.109375,0.025147,0.03125,0.013779,0.097222,0.022545,0.366319,0.039066,0.298522,0.001206,0.115124,0.001052,0.165138,0.048362,192
0.18,robust_mpc_replan,1,0.779514,0.034286,0.395833,0.038787,0.449783,0.003186,0.098958,0.02462,0.045139,0.017556,0.095486,0.02191,0.333333,0.037683,0.298625,0.001025,0.11547,0.001058,0.141213,0.044537,192
0.18,robust_mpc_replan,2,0.765625,0.032019,0.413194,0.04022,0.44984,0.003108,0.088542,0.023502,0.045139,0.01688,0.092014,0.022725,0.336806,0.038596,0.298171,0.001019,0.115494,0.001137,0.163177,0.046771,192
0.18,robust_mpc_replan,3,0.795139,0.034028,0.439236,0.040313,0.449888,0.003086,0.114583,0.027572,0.046875,0.017794,0.097222,0.024523,0.364583,0.041828,0.297776,0.001149,0.115501,0.001069,0.173552,0.045877,192
0.18,robust_mpc_replan,4,0.758681,0.034519,0.411458,0.040144,0.450957,0.003462,0.090278,0.023118,0.043403,0.016625,0.098958,0.023656,0.338542,0.03783,0.298992,0.001108,0.115308,0.001172,0.173598,0.044482,192
0.18,robust_mpc_replan,5,0.75,0.034117,0.421875,0.039412,0.450028,0.003116,0.111111,0.026573,0.041667,0.017058,0.071181,0.022175,0.368056,0.039185,0.298207,0.000993,0.115759,0.001032,0.181608,0.047984,192
0.18,robust_mpc_replan,6,0.769097,0.034938,0.416667,0.040367,0.447573,0.003166,0.09375,0.025258,0.027778,0.013928,0.083333,0.023637,0.336806,0.03949,0.298821,0.00107,0.115148,0.001093,0.182221,0.043489,192
0.18,robust_mpc_replan,7,0.774306,0.035122,0.447917,0.041408,0.450202,0.003151,0.085069,0.022757,0.038194,0.016531,0.09375,0.024793,0.375,0.036586,0.29893,0.001194,0.116151,0.001042,0.223417,0.044775,192
0.18,robust_mpc_replan,8,0.762153,0.033643,0.434028,0.042677,0.451589,0.003217,0.095486,0.025358,0.050347,0.017602,0.085069,0.023263,0.319444,0.037321,0.299185,0.000994,0.115418,0.001104,0.186086,0.046222,192
0.18,robust_mpc_replan,9,0.762153,0.036625,0.427083,0.041897,0.448792,0.00322,0.097222,0.023555,0.036458,0.014755,0.085069,0.023758,0.385417,0.040556,0.298444,0.001096,0.115256,0.00111,0.18717,0.046559,192
0.28,active_subgoal_probe_policy,0,1.0,0.0,0.647569,0.039547,0.532313,0.003183,0.078125,0.022229,0.043403,0.01797,0.060764,0.019485,0.421875,0.039116,0.346392,0.000925,0.11351,0.00109,0.398067,0.048382,192
0.28,active_subgoal_probe_policy,1,1.0,0.0,0.626736,0.038333,0.533764,0.003196,0.069444,0.020939,0.034722,0.014441,0.052083,0.017165,0.479167,0.041958,0.346528,0.001003,0.11306,0.001047,0.399457,0.043201,192
0.28,active_subgoal_probe_policy,2,1.0,0.0,0.638889,0.039591,0.53359,0.003287,0.085069,0.022757,0.041667,0.016362,0.053819,0.019298,0.458333,0.043557,0.347412,0.001041,0.112671,0.001057,0.391051,0.046409,192
0.28,active_subgoal_probe_policy,3,1.0,0.0,0.633681,0.037236,0.536229,0.003324,0.102431,0.023357,0.032986,0.014116,0.048611,0.016685,0.461806,0.04058,0.347596,0.001059,0.113126,0.001045,0.388936,0.042795,192
0.28,active_subgoal_probe_policy,4,1.0,0.0,0.645833,0.038182,0.53425,0.003255,0.092014,0.026065,0.027778,0.013066,0.050347,0.016928,0.442708,0.041551,0.346943,0.000919,0.113525,0.001034,0.406916,0.046619,192
0.28,active_subgoal_probe_policy,5,1.0,0.0,0.609375,0.04252,0.534087,0.003279,0.081597,0.023012,0.029514,0.01343,0.041667,0.017728,0.454861,0.043219,0.345464,0.001012,0.113062,0.001035,0.38588,0.050207,192
0.28,active_subgoal_probe_policy,6,1.0,0.0,0.605903,0.037157,0.532636,0.003313,0.088542,0.023001,0.057292,0.019696,0.052083,0.018471,0.4375,0.04168,0.346313,0.001126,0.113278,0.00106,0.343614,0.048788,192
0.28,active_subgoal_probe_policy,7,1.0,0.0,0.611111,0.045347,0.534297,0.003286,0.116319,0.025444,0.043403,0.016625,0.0625,0.020256,0.449653,0.04117,0.347038,0.00103,0.113223,0.00113,0.341519,0.052726,192
0.28,active_subgoal_probe_policy,8,1.0,0.0,0.628472,0.03852,0.533863,0.003356,0.083333,0.023637,0.041667,0.015634,0.064236,0.01926,0.458333,0.039933,0.345956,0.00098,0.113245,0.001057,0.376545,0.045497,192
0.28,active_subgoal_probe_policy,9,1.0,0.0,0.637153,0.038219,0.532002,0.003407,0.109375,0.026935,0.032986,0.015679,0.048611,0.018026,0.467014,0.042628,0.346983,0.001047,0.112681,0.001103,0.381719,0.044741,192
0.28,active_viewpoint_reacquisition,0,0.993056,0.006752,0.524306,0.037214,0.42231,0.003194,0.152778,0.031206,0.046875,0.017794,0.0625,0.018451,0.428819,0.039085,0.325627,0.001092,0.145684,0.001054,0.205347,0.044836,192
0.28,active_viewpoint_reacquisition,1,0.987847,0.00886,0.524306,0.040795,0.423871,0.003253,0.147569,0.028003,0.036458,0.016256,0.088542,0.023992,0.378472,0.041851,0.32606,0.000978,0.145263,0.001045,0.210052,0.050615,192
0.28,active_viewpoint_reacquisition,2,0.987847,0.010089,0.506944,0.042873,0.42387,0.00324,0.130208,0.029684,0.069444,0.019796,0.072917,0.021255,0.409722,0.037978,0.326438,0.001016,0.145325,0.000963,0.184845,0.050266,192
0.28,active_viewpoint_reacquisition,3,0.993056,0.006752,0.510417,0.042036,0.42342,0.003466,0.125,0.027079,0.067708,0.020206,0.074653,0.023481,0.418403,0.038067,0.326238,0.001021,0.145587,0.0011,0.190844,0.052094,192
0.28,active_viewpoint_reacquisition,4,0.984375,0.011096,0.484375,0.040017,0.422582,0.003418,0.164931,0.032003,0.067708,0.019622,0.097222,0.025455,0.381944,0.0426,0.325231,0.001092,0.145219,0.001114,0.125853,0.046838,192
0.28,active_viewpoint_reacquisition,5,0.991319,0.007529,0.508681,0.043673,0.421685,0.003326,0.131944,0.026408,0.053819,0.018685,0.085069,0.02224,0.354167,0.042509,0.326438,0.001091,0.145116,0.001037,0.192014,0.054213,192
0.28,active_viewpoint_reacquisition,6,0.994792,0.005863,0.569444,0.041738,0.423216,0.003031,0.133681,0.028158,0.060764,0.020074,0.069444,0.022545,0.394097,0.041871,0.325698,0.001084,0.145095,0.001105,0.252454,0.051619,192
0.28,active_viewpoint_reacquisition,7,0.991319,0.007529,0.510417,0.042586,0.424579,0.003305,0.163194,0.030511,0.064236,0.020433,0.071181,0.021643,0.380208,0.038478,0.326595,0.000998,0.145706,0.001131,0.168813,0.051188,192
0.28,active_viewpoint_reacquisition,8,0.991319,0.007529,0.541667,0.041923,0.422959,0.003311,0.166667,0.031269,0.088542,0.023992,0.085069,0.024719,0.361111,0.041598,0.325372,0.001047,0.145576,0.001087,0.162629,0.054014,192
0.28,active_viewpoint_reacquisition,9,0.980903,0.011999,0.565972,0.043755,0.424833,0.003073,0.145833,0.027133,0.086806,0.022881,0.104167,0.025814,0.369792,0.043249,0.32576,0.000971,0.145129,0.001013,0.19213,0.056128,192
0.28,conformal_goal_validity_filter,0,1.0,0.0,0.564236,0.036565,0.527005,0.003444,0.065972,0.020606,0.039931,0.015351,0.079861,0.022881,0.314236,0.040421,0.300062,0.001035,0.071602,0.001114,0.327453,0.04391,192
0.28,conformal_goal_validity_filter,1,1.0,0.0,0.602431,0.037971,0.526845,0.003157,0.090278,0.023118,0.029514,0.015064,0.083333,0.021577,0.375,0.041082,0.30042,0.001043,0.0719,0.001149,0.36315,0.046173,192
0.28,conformal_goal_validity_filter,2,1.0,0.0,0.600694,0.039857,0.526135,0.003104,0.0625,0.019673,0.024306,0.013204,0.085069,0.023758,0.328125,0.038742,0.299929,0.001,0.071045,0.001105,0.385101,0.047271,192
0.28,conformal_goal_validity_filter,3,1.0,0.0,0.579861,0.041361,0.526882,0.003296,0.085069,0.023263,0.036458,0.014755,0.078125,0.023253,0.329861,0.03768,0.29985,0.001053,0.07191,0.001068,0.341199,0.048904,192
0.28,conformal_goal_validity_filter,4,1.0,0.0,0.550347,0.04117,0.527499,0.003325,0.100694,0.025182,0.039931,0.016091,0.059028,0.018046,0.333333,0.039787,0.298617,0.000975,0.071647,0.001099,0.302879,0.046979,192
0.28,conformal_goal_validity_filter,5,1.0,0.0,0.583333,0.039197,0.526103,0.003191,0.086806,0.022881,0.029514,0.01343,0.105903,0.024032,0.302083,0.037422,0.300436,0.001114,0.071583,0.000995,0.328077,0.043669,192
0.28,conformal_goal_validity_filter,6,1.0,0.0,0.572917,0.041897,0.527641,0.003347,0.064236,0.019855,0.026042,0.012687,0.057292,0.019696,0.328125,0.040505,0.300627,0.001085,0.071675,0.001059,0.36584,0.048348,192
0.28,conformal_goal_validity_filter,7,1.0,0.0,0.600694,0.041008,0.525999,0.003045,0.074653,0.021407,0.027778,0.013066,0.064236,0.019855,0.314236,0.038047,0.299481,0.001095,0.07208,0.001077,0.380395,0.045407,192
0.28,conformal_goal_validity_filter,8,1.0,0.0,0.555556,0.038397,0.526819,0.003371,0.069444,0.020375,0.019097,0.010986,0.078125,0.023253,0.326389,0.037978,0.299759,0.001098,0.071224,0.001104,0.340849,0.044336,192
0.28,conformal_goal_validity_filter,9,1.0,0.0,0.59375,0.040196,0.526623,0.003246,0.078125,0.022229,0.026042,0.013573,0.112847,0.027078,0.315972,0.03852,0.299099,0.000987,0.072137,0.000996,0.344444,0.048071,192
0.28,failure_aware_manipulation_policy,0,1.0,0.0,0.5625,0.040833,0.482882,0.003203,0.085069,0.022757,0.043403,0.015909,0.079861,0.023384,0.359375,0.041199,0.306669,0.000994,0.120173,0.001076,0.305749,0.050169,192
0.28,failure_aware_manipulation_policy,1,1.0,0.0,0.59375,0.039318,0.482224,0.003384,0.098958,0.025089,0.034722,0.015972,0.100694,0.023259,0.340278,0.039481,0.307509,0.001075,0.12012,0.001093,0.315639,0.047244,192
0.28,failure_aware_manipulation_policy,2,1.0,0.0,0.616319,0.041592,0.482314,0.003223,0.092014,0.022725,0.043403,0.017311,0.074653,0.021944,0.338542,0.039041,0.307356,0.001022,0.119796,0.001046,0.356156,0.051144,192
0.28,failure_aware_manipulation_policy,3,1.0,0.0,0.59375,0.040771,0.482419,0.003344,0.079861,0.023384,0.03125,0.015376,0.072917,0.021795,0.333333,0.039787,0.308377,0.001079,0.120444,0.001093,0.349229,0.048988,192
0.28,failure_aware_manipulation_policy,4,1.0,0.0,0.546875,0.043182,0.481469,0.00316,0.114583,0.027146,0.032986,0.014116,0.09375,0.023343,0.381944,0.040355,0.307964,0.000982,0.120415,0.001051,0.270799,0.051537,192
0.28,failure_aware_manipulation_policy,5,1.0,0.0,0.621528,0.039857,0.482168,0.003425,0.095486,0.025813,0.041667,0.015634,0.109375,0.025605,0.378472,0.038971,0.307328,0.000973,0.119557,0.001062,0.339925,0.049172,192
0.28,failure_aware_manipulation_policy,6,1.0,0.0,0.567708,0.037073,0.48238,0.003277,0.079861,0.022366,0.032986,0.014116,0.107639,0.025066,0.369792,0.04104,0.307436,0.001069,0.120787,0.001066,0.307355,0.045818,192
0.28,failure_aware_manipulation_policy,7,1.0,0.0,0.592014,0.041416,0.481565,0.00339,0.102431,0.025272,0.041667,0.017058,0.074653,0.020856,0.348958,0.039578,0.307185,0.001072,0.119779,0.001074,0.320773,0.049096,192
0.28,failure_aware_manipulation_policy,8,1.0,0.0,0.588542,0.041568,0.480451,0.003282,0.085069,0.023263,0.03125,0.015376,0.074653,0.021407,0.321181,0.038409,0.30699,0.001039,0.1204,0.001074,0.339664,0.050655,192
0.28,failure_aware_manipulation_policy,9,1.0,0.0,0.560764,0.0406,0.482081,0.003186,0.097222,0.023555,0.048611,0.016685,0.083333,0.021031,0.350694,0.037911,0.308137,0.000957,0.120317,0.001048,0.286194,0.047179,192
0.28,goal_retargeting_heuristic,0,0.998264,0.003403,0.592014,0.043339,0.395104,0.003389,0.109375,0.025605,0.053819,0.018685,0.116319,0.025444,0.241319,0.038047,0.300471,0.001065,0.138628,0.001057,0.271171,0.049446,192
0.28,goal_retargeting_heuristic,1,0.994792,0.007593,0.550347,0.043373,0.395243,0.003029,0.114583,0.027572,0.057292,0.018476,0.126736,0.028797,0.286458,0.036935,0.30085,0.000919,0.138999,0.00111,0.219192,0.055822,192
0.28,goal_retargeting_heuristic,2,0.994792,0.005863,0.510417,0.041479,0.396462,0.003448,0.145833,0.030752,0.055556,0.019499,0.092014,0.023728,0.302083,0.039244,0.300537,0.001044,0.138205,0.001065,0.185098,0.051371,192
0.28,goal_retargeting_heuristic,3,0.994792,0.007593,0.553819,0.043019,0.395262,0.003187,0.109375,0.024203,0.052083,0.01783,0.100694,0.025182,0.262153,0.032767,0.300599,0.001014,0.138652,0.001026,0.24631,0.052743,192
0.28,goal_retargeting_heuristic,4,0.998264,0.003403,0.541667,0.043824,0.395844,0.002976,0.109375,0.025605,0.043403,0.015909,0.098958,0.025089,0.303819,0.037605,0.300159,0.001144,0.139001,0.00111,0.245452,0.052142,192
0.28,goal_retargeting_heuristic,5,0.987847,0.00886,0.555556,0.040175,0.394159,0.003028,0.104167,0.024424,0.050347,0.017602,0.138889,0.030642,0.293403,0.03312,0.299822,0.000966,0.138219,0.001039,0.235736,0.05229,192
0.28,goal_retargeting_heuristic,6,0.994792,0.005863,0.557292,0.040987,0.392771,0.003496,0.095486,0.02626,0.053819,0.018051,0.09375,0.024793,0.28125,0.035342,0.301321,0.001024,0.138621,0.001087,0.258271,0.04694,192
0.28,goal_retargeting_heuristic,7,0.994792,0.005863,0.579861,0.041642,0.396638,0.003498,0.109375,0.025605,0.038194,0.015812,0.111111,0.026573,0.3125,0.037567,0.300443,0.001058,0.13894,0.001075,0.285659,0.048909,192
0.28,goal_retargeting_heuristic,8,0.994792,0.005863,0.529514,0.040439,0.396474,0.003511,0.107639,0.027712,0.041667,0.015634,0.109375,0.025605,0.286458,0.036618,0.299962,0.001052,0.138233,0.001083,0.231265,0.047639,192
0.28,goal_retargeting_heuristic,9,0.993056,0.006752,0.526042,0.042451,0.394992,0.003298,0.098958,0.025089,0.057292,0.019096,0.090278,0.022609,0.303819,0.041434,0.300139,0.001131,0.138986,0.00107,0.228979,0.05028,192
0.28,learned_goal_state_classifier,0,1.0,0.0,0.605903,0.037779,0.549218,0.003257,0.076389,0.021555,0.036458,0.015523,0.069444,0.022022,0.347222,0.040893,0.295154,0.000989,0.102246,0.001028,0.37806,0.044244,192
0.28,learned_goal_state_classifier,1,1.0,0.0,0.595486,0.042645,0.548216,0.003041,0.086806,0.024359,0.045139,0.017556,0.088542,0.023992,0.373264,0.041539,0.295057,0.000972,0.102353,0.001049,0.339244,0.0541,192
0.28,learned_goal_state_classifier,2,1.0,0.0,0.631944,0.039774,0.546364,0.003396,0.076389,0.021008,0.036458,0.014755,0.065972,0.020033,0.399306,0.039268,0.295456,0.001007,0.102622,0.001027,0.403416,0.046097,192
0.28,learned_goal_state_classifier,3,1.0,0.0,0.633681,0.037856,0.546909,0.003411,0.086806,0.025753,0.03125,0.015376,0.0625,0.021374,0.388889,0.037477,0.296111,0.000957,0.102176,0.001173,0.402423,0.047347,192
0.28,learned_goal_state_classifier,4,1.0,0.0,0.598958,0.040523,0.547417,0.003252,0.107639,0.025526,0.029514,0.01427,0.078125,0.021156,0.369792,0.039889,0.295415,0.001018,0.102539,0.001063,0.349962,0.047297,192
0.28,learned_goal_state_classifier,5,1.0,0.0,0.605903,0.039877,0.547818,0.00349,0.090278,0.021555,0.038194,0.015812,0.0625,0.019072,0.361111,0.035564,0.295551,0.001038,0.10242,0.001119,0.368542,0.047466,192
0.28,learned_goal_state_classifier,6,1.0,0.0,0.645833,0.038182,0.547167,0.003287,0.09375,0.023343,0.029514,0.01427,0.055556,0.019499,0.375,0.039345,0.295387,0.001054,0.102805,0.001096,0.418691,0.044517,192
0.28,learned_goal_state_classifier,7,1.0,0.0,0.574653,0.041557,0.548759,0.003334,0.072917,0.021255,0.034722,0.015226,0.064236,0.01926,0.366319,0.039066,0.296093,0.001097,0.102537,0.001079,0.352257,0.048572,192
0.28,learned_goal_state_classifier,8,1.0,0.0,0.651042,0.041022,0.548093,0.003243,0.079861,0.0213,0.034722,0.014441,0.065972,0.020033,0.392361,0.040075,0.296148,0.001065,0.102426,0.001088,0.41849,0.044596,192
0.28,learned_goal_state_classifier,9,1.0,0.0,0.626736,0.04069,0.54588,0.003177,0.086806,0.022881,0.032986,0.014918,0.072917,0.021795,0.394097,0.038692,0.295919,0.001061,0.101957,0.001061,0.390033,0.047886,192
0.28,oracle_goal_state_supervisor,0,1.0,0.0,0.890625,0.023717,0.788192,0.003256,0.0,0.0,0.0,0.0,0.0,0.0,0.574653,0.041557,0.355717,0.001042,0.017932,0.001065,0.823943,0.024371,192
0.28,oracle_goal_state_supervisor,1,1.0,0.0,0.866319,0.029372,0.787504,0.003247,0.0,0.0,0.0,0.0,0.0,0.0,0.619792,0.040541,0.356261,0.001014,0.017445,0.001085,0.800008,0.029752,192
0.28,oracle_goal_state_supervisor,2,1.0,0.0,0.881944,0.025512,0.7887,0.003164,0.0,0.0,0.0,0.0,0.0,0.0,0.605903,0.037469,0.356537,0.001028,0.01771,0.001038,0.815118,0.025483,192
0.28,oracle_goal_state_supervisor,3,1.0,0.0,0.885417,0.024439,0.788335,0.003242,0.0,0.0,0.0,0.0,0.0,0.0,0.600694,0.038671,0.356396,0.001003,0.017897,0.001084,0.817757,0.024922,192
0.28,oracle_goal_state_supervisor,4,1.0,0.0,0.873264,0.029594,0.7885,0.003301,0.0,0.0,0.0,0.0,0.0,0.0,0.576389,0.040928,0.35589,0.001006,0.017785,0.00101,0.8052,0.030024,192
0.28,oracle_goal_state_supervisor,5,1.0,0.0,0.876736,0.024777,0.787571,0.003217,0.0,0.0,0.0,0.0,0.0,0.0,0.574653,0.037431,0.355759,0.001062,0.018039,0.00104,0.807821,0.024764,192
0.28,oracle_goal_state_supervisor,6,1.0,0.0,0.876736,0.027873,0.788127,0.003051,0.0,0.0,0.0,0.0,0.0,0.0,0.586806,0.041642,0.356104,0.000985,0.017497,0.001049,0.808126,0.027768,192
0.28,oracle_goal_state_supervisor,7,1.0,0.0,0.878472,0.027817,0.78768,0.003235,0.0,0.0,0.0,0.0,0.0,0.0,0.621528,0.038671,0.355596,0.00109,0.018065,0.001046,0.814472,0.027995,192
0.28,oracle_goal_state_supervisor,8,1.0,0.0,0.897569,0.024807,0.789537,0.003155,0.0,0.0,0.0,0.0,0.0,0.0,0.586806,0.040508,0.355632,0.001116,0.017817,0.001069,0.830202,0.025445,192
0.28,oracle_goal_state_supervisor,9,1.0,0.0,0.868056,0.025964,0.787494,0.003517,0.0,0.0,0.0,0.0,0.0,0.0,0.595486,0.038333,0.354909,0.001015,0.017373,0.001061,0.801499,0.025708,192
0.28,pomdp_belief_planner,0,1.0,0.0,0.552083,0.041126,0.485744,0.003202,0.095486,0.024423,0.043403,0.016625,0.079861,0.020747,0.350694,0.03971,0.306486,0.001074,0.124777,0.001111,0.284367,0.051437,192
0.28,pomdp_belief_planner,1,1.0,0.0,0.548611,0.040355,0.486557,0.003194,0.102431,0.025272,0.046875,0.017794,0.085069,0.02224,0.347222,0.040319,0.306495,0.001069,0.123613,0.001085,0.265384,0.05114,192
0.28,pomdp_belief_planner,2,1.0,0.0,0.579861,0.042472,0.485727,0.003191,0.100694,0.025182,0.052083,0.01783,0.116319,0.027637,0.368056,0.039774,0.307148,0.000994,0.123622,0.001072,0.275144,0.050784,192
0.28,pomdp_belief_planner,3,1.0,0.0,0.5625,0.040833,0.486523,0.003393,0.118056,0.026845,0.048611,0.016685,0.078125,0.022747,0.373264,0.041258,0.307084,0.001098,0.124126,0.001116,0.272382,0.051068,192
0.28,pomdp_belief_planner,4,1.0,0.0,0.548611,0.040643,0.486674,0.003469,0.114583,0.025373,0.038194,0.015057,0.088542,0.023001,0.380208,0.041952,0.30659,0.000973,0.12368,0.001027,0.26775,0.049998,192
0.28,pomdp_belief_planner,5,1.0,0.0,0.602431,0.03888,0.485987,0.003124,0.116319,0.027637,0.057292,0.017835,0.088542,0.023001,0.336806,0.037988,0.306697,0.001114,0.123987,0.001068,0.29817,0.046531,192
0.28,pomdp_belief_planner,6,1.0,0.0,0.553819,0.039345,0.486101,0.003321,0.112847,0.027505,0.052083,0.018471,0.105903,0.026781,0.364583,0.039539,0.306348,0.001092,0.123686,0.001084,0.251117,0.05291,192
0.28,pomdp_belief_planner,7,1.0,0.0,0.559028,0.042881,0.48821,0.00317,0.126736,0.027977,0.050347,0.017602,0.098958,0.025548,0.335069,0.039639,0.306143,0.00111,0.123479,0.001036,0.250187,0.049673,192
0.28,pomdp_belief_planner,8,1.0,0.0,0.567708,0.039209,0.487382,0.003107,0.135417,0.028198,0.069444,0.020939,0.072917,0.021255,0.348958,0.039871,0.30516,0.001044,0.124341,0.001094,0.251566,0.054242,192
0.28,pomdp_belief_planner,9,1.0,0.0,0.550347,0.042009,0.487223,0.003075,0.090278,0.022609,0.039931,0.016091,0.095486,0.027132,0.347222,0.042016,0.30635,0.001081,0.124202,0.000967,0.278794,0.051684,192
0.28,proposed_disappearing_goal_belief_revision_v4,0,1.0,0.0,0.684028,0.040866,0.637445,0.003331,0.052083,0.019691,0.022569,0.01282,0.045139,0.016175,0.463542,0.040035,0.330031,0.000986,0.082664,0.00101,0.506369,0.044264,192
0.28,proposed_disappearing_goal_belief_revision_v4,1,1.0,0.0,0.671875,0.038137,0.638214,0.003074,0.038194,0.015812,0.020833,0.011443,0.036458,0.015523,0.444444,0.03685,0.329591,0.001008,0.082946,0.001096,0.505617,0.043018,192
0.28,proposed_disappearing_goal_belief_revision_v4,2,1.0,0.0,0.696181,0.039122,0.639285,0.003188,0.055556,0.018267,0.017361,0.010504,0.038194,0.018524,0.489583,0.042312,0.328956,0.001089,0.082316,0.001068,0.522663,0.042347,192
0.28,proposed_disappearing_goal_belief_revision_v4,3,1.0,0.0,0.677083,0.038871,0.637361,0.003262,0.038194,0.015812,0.015625,0.009992,0.027778,0.013928,0.458333,0.038144,0.329105,0.001024,0.083284,0.00095,0.522984,0.041356,192
0.28,proposed_disappearing_goal_belief_revision_v4,4,1.0,0.0,0.678819,0.041328,0.638559,0.003321,0.060764,0.019485,0.019097,0.010986,0.032986,0.014116,0.470486,0.043221,0.329242,0.001069,0.082215,0.001124,0.502133,0.04494,192
0.28,proposed_disappearing_goal_belief_revision_v4,5,1.0,0.0,0.697917,0.035177,0.637728,0.003218,0.032986,0.015679,0.008681,0.007529,0.032986,0.015679,0.494792,0.042878,0.329975,0.001067,0.082384,0.001058,0.555114,0.041141,192
0.28,proposed_disappearing_goal_belief_revision_v4,6,1.0,0.0,0.685764,0.035516,0.637524,0.003268,0.039931,0.015351,0.022569,0.011877,0.03125,0.013779,0.442708,0.039541,0.330206,0.000958,0.082552,0.001055,0.518979,0.039909,192
0.28,proposed_disappearing_goal_belief_revision_v4,7,1.0,0.0,0.704861,0.034705,0.63686,0.003408,0.043403,0.015909,0.012153,0.00886,0.048611,0.018026,0.484375,0.042554,0.330447,0.001031,0.082138,0.001119,0.540095,0.039677,192
0.28,proposed_disappearing_goal_belief_revision_v4,8,1.0,0.0,0.689236,0.036764,0.63814,0.003106,0.050347,0.018252,0.015625,0.011096,0.053819,0.019892,0.430556,0.041176,0.32982,0.001007,0.081706,0.001115,0.509784,0.041395,192
0.28,proposed_disappearing_goal_belief_revision_v4,9,1.0,0.0,0.690972,0.040508,0.63814,0.003319,0.032986,0.014116,0.013889,0.009446,0.034722,0.015226,0.456597,0.03901,0.329882,0.001081,0.082561,0.001107,0.53868,0.044935,192
0.28,risk_budgeted_goal_recovery,0,1.0,0.0,0.621528,0.041572,0.532109,0.003327,0.072917,0.02013,0.022569,0.011877,0.069444,0.022022,0.390625,0.040844,0.325216,0.000988,0.082418,0.001029,0.403898,0.046006,192
